time x y zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target distance_port distance_starboard cog sog local_cog
0.5 11601.5811423 5445.5062845 -166.45 3.9998226508790666 4.221245419877562e-08 0.0 0.016622819006443024 1.0 -0.006258815569174531 6002.118244554213 83.21176969046263 83.66151528640214 -166.4499993953243 3.9998226508790666 -0.006306148700502945
0.6000000000000001 11601.1923017 5445.4125732 -166.45 3.9996467341869404 -4.399181685599274e-08 0.0 0.027057696133852005 1.0 -0.0063028049276518125 6001.718323420647 83.21100043664883 83.66083426970354 -166.450000630192 3.999646734186941 -0.0063049138328210574
0.7000000000000001 11600.8034782 5445.318866 -166.45 3.9994720778113413 -2.2482348871477598e-08 0.0 0.034623757004737854 1.0 -0.006346812896269803 6001.3184198760655 83.21023119611317 83.66015330348624 -166.4500003220784 3.9994720778113413 -0.0063052219464054815
0.8 11600.4146716 5445.2251628 -166.4500002 3.9992983995356894 1.937388636186199e-06 4.5e-06 0.04003484547138214 2.0 -0.006390889853908646 6000.918533701823 83.20946234509569 83.65947286502445 -166.44997244408358 3.999298399536159 -0.0063330999412301026
0.9 11600.025882 5445.1314633 -166.4500011 3.9991246803352953 5.910378924278703e-06 1.36e-05 0.04410897195339203 2.0 -0.006435350880827752 6000.518664919745 83.20869463611638 83.65879433765754 -166.44991642152792 3.999124680339663 -0.006389122496898381
1.0 11599.6371094 5445.0377675 -166.4500032 3.998950725776648 1.1978238330878632e-05 2.72e-05 0.04749418795108795 2.0 -0.00648019597416842 6000.118813529829 83.20792913672543 83.65811878959262 -166.44983157935513 3.9989507257945873 -0.006473964669680754
1.1 11599.2483538 5444.944075 -166.45000679999998 3.998776586216884 1.9944030904883725e-05 4.53e-05 0.05061376839876175 2.0 -0.00652581401154527 5999.718979432071 83.2071660984014 83.6574472504656 -166.44972103539857 3.9987765862666196 -0.006584508626247043
1.2000000000000002 11598.8596155 5444.8503858 -166.4500125 3.9986021878674998 2.997026215034726e-05 6.79e-05 0.05369677394628525 2.0 -0.006572275248383509 5999.319162916945 83.20640673247533 83.656781072916 -166.44958305754702 3.998602187979816 -0.006722486477798384
1.3 11598.4708943 5444.7566997 -166.45002060000002 3.9984276279431925 4.205441917992658e-05 9.5e-05 0.05683190003037453 2.0 -0.006619727287969659 5998.919363740799 83.20565153143681 83.65612104502871 -166.4494179779313 3.998427628164351 -0.006887566093524811
1.4000000000000001 11598.0821904 5444.6630164 -166.4500317 3.9982528830117254 5.614113300012047e-05 0.0001266 0.06001914665102959 2.0 -0.006668508623320799 5998.519582022275 83.20490143807457 83.65546878738967 -166.4492271861106 3.998252883405876 -0.007078357914224398
1.5 11597.6935038 5444.5693358 -166.4500461 3.998077953069464 7.225130994359397e-05 0.0001627 0.06321074813604355 2.0 -0.006718716473125908 5998.119817736369 83.20415699566054 83.65482503809403 -166.44901067868702 3.9980779537223095 -0.0072948653377977735
1.6 11597.3048347 5444.4756577 -166.4500644 3.997902764323992 9.054743146730271e-05 0.0002032 0.06633934378623962 2.0 -0.006770592111713083 5997.720071026727 83.2034192442336 83.65419132054087 -166.4487667231995 3.997902765349384 -0.007538820825317316
1.7000000000000002 11596.916183 5444.381982 -166.450087 3.9977274643437286 0.00011081607924445791 0.0002482 0.06933605670928955 2.0 -0.006824209342154937 5997.320341771514 83.20268896382508 83.653568562889 -166.44849877426478 3.9977274658796267 -0.007806769760037469
1.8 11596.5275488 5444.2883085 -166.4501143 3.9975518821171327 0.00013322919686054036 0.0002977 0.07214035838842392 2.0 -0.0068797860231631985 5996.920630017552 83.20196679070543 83.65295783765002 -166.44820476363617 3.997551884337244 -0.008100780388645035
1.9000000000000001 11596.1389322 5444.194637 -166.4501468 3.9973761886388677 0.00015767754947937362 0.0003516 0.07470463961362839 2.0 -0.006937540007732196 5996.520935811652 83.20125357465628 83.65236043099348 -166.44788675298963 3.9973761917486836 -0.008418791035182949
2.0 11595.7503332 5444.1009674 -166.4501848 3.9972002128942177 0.00018432609316088033 0.0004099 0.07699517160654068 2.0 -0.006997568514550908 5996.1212591288095 83.20054985895241 83.65177708102597 -166.4475426738561 3.997200217144206 -0.008762870168709469
2.1 11595.3617519 5444.0072995 -166.45022899999998 3.9970241024446556 0.00021298231818844826 0.0004727 0.07899152487516403 2.0 -0.007060089405189767 5995.721600015839 83.19985692039782 83.65120950119022 -166.44717598164962 3.9970241081190605 -0.009129562375193245
2.2 11594.9731884 5443.9136331 -166.4502796 3.996847709700803 0.0002439014099216985 0.0005399 0.08068455010652542 2.0 -0.007125320532643098 5995.321958519552 83.19917496825207 83.65065833673322 -166.44678321424715 3.996847717142655 -0.009522329777666982
2.3000000000000003 11594.5846427 5443.819968 -166.4503372 3.996671182220405 0.0002768838704817478 0.0006115 0.08207408338785172 2.0 -0.007193456337147564 5994.922334589939 83.19850508905613 83.65012506386533 -166.44636782737834 3.9966711918114717 -0.009937716646476247
2.4000000000000004 11594.1961149 5443.7263042 -166.45040210000002 3.996494422768243 0.0003119739890546924 0.0006875 0.0831674188375473 2.0 -0.007264520237178234 5994.5227283238155 83.19784790010678 83.64961034711776 -166.44592948200946 3.9964944349448857 -0.010376062015353682
2.5 11593.8076051 5443.6326415 -166.45047490000002 3.996317528538591 0.0003491901180524559 0.0007679 0.08397671580314636 2.0 -0.007338730091446834 5994.123139767992 83.1972044646997 83.64911568630662 -166.4454685110386 3.996317543794353 -0.010837032986216855
