time x y zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target distance_port distance_starboard cog sog local_cog
0.5 11591.5601726 5445.6101605 -181.4500954 3.9997545392796505 -0.0006520710099383875 0.0004882 -0.0006613844889216125 1.0 2.4415077576525723 5992.44200986234 47.901110229243045 42.546428083807065 -181.45943620232035 3.999754592432487 15.003130658295532
0.6000000000000001 11591.16034 5445.6203797 -181.4501684 3.9995084956112725 -0.001300310989675646 0.0009723 -0.04375043511390686 2.0 2.5450783100667147 5992.05747688721 48.00381650109308 42.44199411449472 -181.46879627120458 3.999508706988324 15.012490727179767
0.7000000000000001 11590.7605337 5445.6306634 -181.45028969999998 3.9992616453748364 -0.001944800617845896 0.0014525 -0.09360923618078232 2.0 2.648705409725013 5991.672987548411 48.1064711476875 42.33739560657439 -181.47815205772855 3.999262118243275 15.021846513703736
0.8 11590.3607538 5445.6410115 -181.4504588 3.999013795301875 -0.00258578042027377 0.001928 -0.139191672205925 2.0 2.752388935993163 5991.288541921175 48.209075169396606 42.23263379982729 -181.48750650520063 3.9990146312904495 15.031200961175813
0.9 11589.9610003 5445.6514243 -181.450675 3.9987650051833192 -0.0032255991431201503 0.0023956 -0.17799022793769836 2.0 2.8561291805215125 5990.904140084115 48.31163042722296 42.127709969313216 -181.49689256391719 3.998766306146007 15.04058701989237
1.0 11589.5612734 5445.6619018 -181.4509376 3.9985150665096607 -0.003863911454137156 0.0028555 -0.20951926708221436 2.0 2.9599260964788296 5990.519782234335 48.41413844400807 42.022625728938515 -181.50630459153095 3.9985169334287534 15.049999047506134
1.1 11589.1615732 5445.6724442 -181.45124579999998 3.998263963064221 -0.004500074027244033 0.0033081 -0.2345443218946457 2.0 3.063779854886876 5990.13546852223 48.51660118457226 41.91738269848598 -181.51573257295124 3.9982664954957996 15.059427028926422
1.2000000000000002 11588.7618999 5445.6830516 -181.4515989 3.998011683653593 -0.005133636486254534 0.0037535 -0.2542289197444916 2.0 3.1676905061188148 5989.751199169974 48.61902026922162 41.81198239488657 -181.52516935597558 3.998014979568512 15.068863811950763
1.3 11588.3622535 5445.693724 -181.4519961 3.997758419496619 -0.005764250325933903 0.004192 -0.269819051027298 2.0 3.2716580501803625 5989.36697418106 48.72139749168165 41.706426608874054 -181.5346091426612 3.9977625751459933 15.078303598636381
1.4000000000000001 11587.9626341 5445.7044614 -181.4524369 3.997504361793201 -0.006391546095628739 0.0046234 -0.28243494033813477 2.0 3.3756824636530443 5988.982793655802 48.82373395019892 41.60071648366009 -181.54404613182004 3.997509471460594 15.087740587795224
1.5 11587.5630418 5445.7152637 -181.4529205 3.9972497016645088 -0.007015175263474796 0.0050479 -0.29278433322906494 2.0 3.479763625896838 5988.59865766945 48.92603131816641 41.494853930928315 -181.55347451900792 3.99725585747785 15.097168974983106
1.6 11587.1634767 5445.726131 -181.4534462 3.996994837732372 -0.007635077134454243 0.0054652 -0.3013882040977478 2.0 3.5839016107148156 5988.214566347371 49.02829123946434 41.3888404443412 -181.5628927171322 3.9970021300046965 15.106587173107386
1.7000000000000002 11586.7639387 5445.737063 -181.45401320000002 3.996740066054739 -0.008251100533307826 0.0058751 -0.30867278575897217 2.0 3.688096149863668 5987.830519521072 49.13051523958468 41.282678082884736 -181.57229774126682 3.996748583069399 15.115992197242008
1.8 11586.3644278 5445.7480597 -181.4546209 3.9964858876801146 -0.008863275167069154 0.0062774 -0.3149452209472656 2.0 3.7923472433491128 5987.446517194045 49.232704664424126 41.1763681902066 -181.5816893900255 3.9964957160083383 15.125383846000688
1.9000000000000001 11585.9649439 5445.7591211 -181.4552684 3.996232601095672 -0.009471556744884854 0.006672 -0.3204229474067688 2.0 3.896654914586766 5987.062559272975 49.334861555484046 41.06991275761667 -181.59106610371495 3.9962438254499753 15.134760559690136
2.0 11585.5654869 5445.7702469 -181.45595500000002 3.995980607278824 -0.010075984421497625 0.0070588 -0.32526636123657227 2.0 4.001018895336178 5986.678645589348 49.4369872143263 40.96331362053931 -181.60042771270724 3.995993310706426 15.14412216868243
2.1 11585.1660568 5445.781437 -181.45667980000002 3.995730302045188 -0.010676411327787072 0.0074378 -0.3295956552028656 2.0 4.105439088381517 5986.294776121577 49.53908356204539 40.85657289114564 -181.60977117690732 3.9957445654647357 15.1534656328825
2.2 11584.7666532 5445.7926914 -181.4574422 3.9954818863621173 -0.011272874654555759 0.0078093 -0.3335011303424835 2.0 4.209915587396684 5985.910950485922 49.64115203770237 40.74969181890612 -181.61909639972782 3.9954977890058654 15.162790855703008
2.3000000000000003 11584.367276 5445.8040099 -181.45824140000002 3.995235248492744 -0.011864933306801176 0.0081736 -0.3370518684387207 2.0 4.314448221359918 5985.527168538922 49.74319426433957 40.6426723659228 -181.62839623741849 3.9952528665206226 15.17209069339367
2.4000000000000004 11583.9679251 5445.8153923 -181.4590767 3.9949906790662175 -0.0124522289848404 0.008531 -0.34030184149742126 2.0 4.419036819255174 5985.143430137097 49.84521164094628 40.53551627060749 -181.63766481525803 3.995010085573333 15.18135927123322
2.5 11583.5686001 5445.8268384 -181.4599474 3.9947479662608787 -0.013034316124174355 0.0088819 -0.3432938754558563 2.0 4.523681280316116 5984.759734846556 49.94720563625352 40.42822520060902 -181.64689502694063 3.994769230799478 15.190589482915811
2.6 11583.169301 5445.8383478 -181.4608528 3.994507405667972 -0.013611036309733052 0.0092267 -0.3460621237754822 2.0 4.6283812156651285 5984.376082570453 50.049177431533494 40.32080111234167 -181.65608386054532 3.9945305949818057 15.199778316520508
