time x y zz vx vy vzz rudder_demanded propeller_demanded distance_midline distance_target distance_port distance_starboard cog sog local_cog
0.5 11591.5601726 5445.6101605 -181.4500954 3.9997545392796505 -0.0006520710099383875 0.0004882 0.014748427085578442 1.0 2.4415077576525723 5992.44200986234 47.901110229243045 42.546428083807065 -181.45943620232035 3.999754592432487 15.003130658295532
0.6000000000000001 11591.16034 5445.6203797 -181.4501684 3.9995084956112725 -0.001300310989675646 0.0009723 0.021867481991648674 1.0 2.5450783100667147 5992.05747688721 48.00381650109308 42.44199411449472 -181.46879627120458 3.999508706988324 15.012490727179767
0.7000000000000001 11590.7605337 5445.6306634 -181.45028969999998 3.9992616453748364 -0.001944800617845896 0.0014525 0.025062764063477516 1.0 2.648705409725013 5991.672987548411 48.1064711476875 42.33739560657439 -181.47815205772855 3.999262118243275 15.021846513703736
0.8 11590.3607538 5445.6410114 -181.450459 3.9990136965918337 -0.0025818677106999727 0.0019334 0.025379318743944168 1.0 2.752388838771615 5991.288541896129 48.20907462391164 42.232633449527974 -181.48745064687938 3.999014530052367 15.031145102854566
0.9 11589.9610003 5445.6514232 -181.4506765 3.998764448370961 -0.003211404038175353 0.0024154 0.023907624185085297 2.0 2.8561281111130747 5990.904139808577 48.311625995671605 42.12770768220108 -181.49669067775824 3.998765737908563 15.040385133733423
1.0 11589.5612735 5445.6618984 -181.4509422 3.998513784560903 -0.0038327130006909627 0.0028987 0.021509921178221703 2.0 2.9599227676106357 5990.519781479422 48.414124804762544 42.022618764661665 -181.50586215866505 3.998515621454104 15.049556614640238
1.1 11589.1615734 5445.6724366 -181.4512564 3.998261796522617 -0.004445371911433252 0.0033836 0.01876787841320038 2.0 3.063772419389542 5990.135466811865 48.516569990496386 41.91736641509828 -181.51495931814372 3.998264267762162 15.058653774118909
1.2000000000000002 11588.7619001 5445.6830371 -181.45161910000002 3.9980083705576814 -0.005048784158039249 0.0038704 0.016020651906728745 2.0 3.1676763625004947 5989.751195730725 48.618960849620066 41.81195133816818 -181.52397359337417 3.9980115584213562 15.06766804934935
1.3 11588.3622538 5445.6936993 -181.4520306 3.997753700450401 -0.005642624507663785 0.0043592 0.013428586535155773 2.0 3.271633966791552 5989.366968282645 48.7212960807004 41.70637349387391 -181.532900603307 3.997757682586103 15.076595059282198
1.4000000000000001 11587.9626347 5445.7044228 -181.4524907 3.9974981066349744 -0.006231601012128066 0.0048427 0.011034189723432064 2.0 3.375644796545291 5988.982784564333 48.82357569751018 41.600633766675514 -181.54180760243835 3.997502963776435 15.085502058413539
1.5 11587.5630426 5445.7152076 -181.4529989 3.9972419005614572 -0.0068161414911430546 0.00532 0.008812075480818748 2.0 3.4797088985986604 5988.598644385473 48.925800868272205 41.49473322925319 -181.55070020785075 3.9972477120374963 15.094394663825938
